40.9050156,-73.91386276,62
40.89742537,-73.91671232,40
40.91488473,-73.91063319,0
40.88846926,-73.92007865,23
40.87025093,-73.90918654,1000
40.87566954,-73.91612722,100
40.87866651,-73.92242888,72
40.84856481,-73.81536904,15
40.84412465,-73.8165822,0
40.8688011,-73.8217107,0
40.88783065,-73.82428067,229
40.88044225,-73.82142607,215
40.88683468,-73.82041276,0
40.83956706,-73.84005693,563
40.83493,-73.8397,0
40.83899241,-73.87865277,43
40.8128929,-73.8109036,0
40.82804961,-73.84271145,16
40.80851843,-73.8038399,407
40.83746508,-73.83931716,1
40.80414268,-73.86979036,0
40.82416336,-73.84090858,30
40.81366636,-73.81699862,19
40.82836347,-73.84221078,78
40.81191184,-73.82457375,4
40.80449828,-73.85418797,481
40.81377538,-73.85297481,237
40.81339565,-73.8697752,2
40.81895759,-73.8814109,3
40.81964937,-73.93233373,39
40.80650943,-73.93051238,15
40.85581544,-73.92031615,48
40.80637242,-73.89227787,142
40.80522424,-73.88982814,52
40.84288058,-73.9291773,363
40.80493929,-73.90223379,53
40.82837385,-73.93308923,76
40.80240942,-73.92294487,170
40.79894724,-73.90830239,14
40.8079927,-73.93180542,2
40.80149,-73.90621086,29
40.84038345,-73.93047217,8
40.8506253,-73.92422777,9
40.79912082,-73.91933822,0
40.80159418,-73.92171323,3
40.83825983,-73.8793386,24
40.86312234,-73.91263959,174
40.82790908,-73.93304119,14
40.81071447,-73.93271723,2
40.81398042,-73.93233384,121
40.80127167,-73.87477434,180
40.82418117,-73.81396259,85
40.62057718,-74.0416538,610
40.6014816,-74.01234683,1408
40.6390606,-74.0367724,1
40.6449514,-74.03085091,471
40.63683819,-74.03784162,27
40.63163924,-74.04034626,139
40.58331195,-73.983789,68
40.68665583,-74.00568583,2
40.68633985,-74.00814101,22
40.68041789,-74.01302219,10
40.66754037,-74.00041851,26
40.66011652,-74.00795896,0
40.68250129,-74.01058503,6
40.67142798,-73.99891633,23
40.68319624,-74.00976599,7
40.66360723,-74.00025975,39
40.67360945,-74.01729576,2
40.65273186,-74.02125147,422
40.68901126,-74.00415266,11
40.68698522,-74.00760675,4
40.66859439,-74.00710386,22
40.68063745,-74.01775899,31
40.66421724,-73.99970823,0
40.66855384,-74.00702117,0
40.69048802,-74.00078638,41
40.68131852,-74.01196955,6
40.69403852,-74.00097953,0
40.71833573,-73.96607628,25
40.71648794,-73.96722959,0
40.71284262,-73.96846713,41
40.72587585,-73.96166847,21
40.73237564,-73.96186703,15
40.71411744,-73.92427232,596
40.7058665,-73.98098408,0
40.73893203,-73.95292644,8
40.72950037,-73.96121177,1
40.70870474,-73.93040998,314
40.70556451,-73.98241943,144
40.70491228,-73.98970536,3
40.73563594,-73.96116225,0
40.70516279,-73.98747163,9
40.73303351,-73.96230459,0
40.7337543,-73.96235631,1
40.73719151,-73.95963912,1
40.73888064,-73.95267097,1
40.72524051,-73.96202174,98
40.70310636,-73.99506836,11
40.70687519,-73.96916727,77
40.69608832,-73.99959197,4
40.71010854,-73.96963093,1
40.70432763,-73.99065239,2
40.70455408,-73.98845965,1
40.72012455,-73.9643999,9
40.68069514,-73.98731529,1
40.67877027,-73.98864429,2
40.67807308,-73.98900545,0
40.68169219,-73.98684809,198
40.68133169,-73.98690303,0
40.68006008,-73.9877931,0
40.65541747,-74.01699857,6
40.6310411,-73.91716755,0
40.63156,-73.9174,0
40.63187,-73.917,0
40.75600363,-73.83854802,115
40.7554816,-73.83867275,873
40.7601036,-73.94692833,5
40.74804276,-73.95482222,1
40.7437995,-73.95968929,1
40.7601659,-73.85459344,1053
40.76246077,-73.85899432,1097
40.75727273,-73.94920025,9
40.78911036,-73.85446448,3
40.78417825,-73.91725037,8
40.77859487,-73.84945868,19
40.77119305,-73.93492676,29
40.78613232,-73.91544093,1
40.76641634,-73.8624029,183
40.78014937,-73.8503125,6
40.77951651,-73.89248033,379
40.77431707,-73.93778717,2
40.7735577,-73.88922245,464
40.78026197,-73.90226192,106
40.76596709,-73.83908275,522
40.79297535,-73.82927439,142
40.79643802,-73.80656737,0
40.78553544,-73.85896362,8
40.78265205,-73.91996012,4
40.78166733,-73.84919379,47
40.77638054,-73.89143414,41
40.77693066,-73.92819601,227
40.79716282,-73.81292221,6
40.776207,-73.92983087,0
40.76858456,-73.93781144,86
40.78914434,-73.79353628,148
40.79448819,-73.84884046,10
40.76144447,-73.94574269,182
40.74962907,-73.95564214,16
40.75362392,-73.95221497,32
40.76178434,-73.75107857,0
40.74318736,-73.96080054,2
40.73951688,-73.95229025,10
40.73431415,-73.9403975,0
40.73909562,-73.94206062,0
40.73961236,-73.95271438,19
40.74079096,-73.9403028,50
40.7409173,-73.94077286,2
40.73944786,-73.94142783,1
40.73978802,-73.95498642,2
40.73373044,-73.94009366,2
40.72652882,-73.92728687,28
40.72362429,-73.92039015,698
40.73900373,-73.94319102,2
40.7394436,-73.95765785,1
40.61199007,-74.05976621,39
40.63747385,-74.14853139,11
40.61569189,-74.06293932,8
40.64553204,-74.10678896,0
40.63795479,-74.07260297,40
40.62249897,-74.07062843,14
40.64026582,-74.12603615,0
40.6438776,-74.1130807,0
40.64466176,-74.17173009,0
40.64557689,-74.10882584,0
40.6193664,-74.06710201,68
40.64347271,-74.1140255,0
40.63839332,-74.16017697,0
40.63796014,-74.15791595,0
40.64074247,-74.13925634,155
40.64103229,-74.1310909,1
40.63733181,-74.07051841,1
40.64122237,-74.16578241,0
40.62578274,-74.07246289,1
40.64732131,-74.08937446,0
40.64536001,-74.09839411,4
40.63738038,-74.12780665,0
40.6486483,-74.08423207,0
40.64013791,-74.12415171,0
40.86194116,-73.91695695,1
40.64605769,-74.09306086,0
40.7941656,-73.93097499,0
40.81127652,-73.93421631,32
40.81783193,-73.93379524,3
40.7966967,-73.929054,0
40.79317641,-73.93277818,33
40.79364259,-73.93193471,1
40.86555311,-73.91328948,10
40.86879907,-73.91132807,26
40.87416036,-73.91094096,41
